Date,Distance (Km),Duration (HH:mm),Over speeding,Over RPM,Idle time,Acceleration,Deceleration,Total,Ranking,Target Variable,Quarter_bin,Month,Year
31/03/2022,6750.9,08:24:00,83,100,34,100,98,85,80,Good,Q4_2022,7,2022
31/10/2023,4503.3,2.6833333333333336,99,100,84,99,98,89,15,Good,Q3_2023,8,2023
31/08/2022,5311.8,63.68333333333333,99,100,40,100,100,88,41,Good,Q3_2022,9,2022
31/08/2023,6657.1,57.083333333333336,17,100,57,100,100,90,160,Risky,Q3_2023,10,2023
31/01/2023,6930.6,127.68333333333334,93,100,50,100,99,88,87,Good,Q4_2023,6,2022
29/02/2024,6424.5,79.93333333333334,87,100,50,100,100,88,155,Good,Q3_2023,10,2023
31/12/2023,9589.4,105.43333333333334,67,93,33,95,99,70,157,Risky,Q1_2022,12,2022
31/05/2023,5446.7,4.066666666666666,89,100,47,100,100,87,150,Good,Q2_2023,10,2023
31/01/2023,516.7,93.81666666666666,92,100,49,100,100,91,51,Good,Q3_2023,7,2023
30/06/2022,4644.3,118.26666666666667,90,100,42,99,99,87,115,Good,Q2_2022,6,2022
28/02/2023,4731.0,138.03333333333333,96,100,83,100,100,92,31,Good,Q1_2024,2,2024
31/08/2023,3719.9,102.06666666666666,100,93,47,98,99,85,142,Good,Q3_2023,8,2023
31/10/2022,5748.2,86.38333333333334,99,100,50,95,100,91,89,Good,Q3_2022,10,2022
31/07/2023,139.1,181.71666666666667,99,100,67,100,100,87,18,Good,Q2_2023,7,2023
31/07/2022,5881.8,134.88333333333333,84,100,35,96,100,83,100,Good,Q2_2022,7,2022
30/04/2022,6962.7,132.46666666666667,82,100,29,100,100,66,166,Risky,Q1_2022,2,2023
31/05/2022,1119.1,00:00:00,99,100,40,100,100,86,14,Good,Q2_2022,5,2022
29/02/2024,0.0,9.816666666666666,99,100,87,98,100,100,20,Good,Q1_2024,2,2024
31/07/2022,4836.2,177.98333333333332,91,99,51,96,100,82,142,Good,Q2_2022,9,2022
31/01/2023,108.6,8.383333333333333,97,100,41,100,100,90,3,Good,Q1_2024,2,2022
31/10/2023,5863.1,2.6666666666666665,74,98,33,100,99,87,75,Good,Q3_2023,9,2023
31/10/2023,5263.3,9.816666666666666,95,96,78,100,99,91,105,Good,Q3_2023,9,2024
30/11/2023,9281.7,108.16666666666667,82,100,42,100,99,89,65,Good,Q4_2023,12,2023
28/02/2022,4766.3,8.383333333333333,95,100,52,100,100,88,153,Good,Q1_2022,2,2022
31/05/2023,6859.0,107.13333333333334,94,82,52,97,99,92,93,Good,Q4_2022,8,2023
31/05/2023,6786.1,180.88333333333333,96,100,63,100,99,90,12,Good,Q2_2023,6,2023
31/07/2023,6953.5,46.916666666666664,89,100,34,99,100,84,111,Good,Q2_2023,8,2023
31/05/2022,2227.8,87.48333333333333,100,100,29,99,100,84,94,Good,Q2_2022,5,2022
30/04/2022,4816.1,00:00:00,89,100,39,100,100,87,127,Good,Q1_2022,4,2022
31/12/2022,5633.3,221.46666666666667,85,100,52,100,100,85,121,Good,Q4_2022,12,2023
30/09/2023,6872.4,57.083333333333336,73,100,68,97,98,87,141,Risky,Q3_2023,9,2023
31/05/2023,4343.1,9.816666666666666,100,100,53,100,100,86,92,Good,Q3_2023,2,2023
31/03/2023,6739.5,148.16666666666666,87,100,41,99,97,84,150,Good,Q1_2023,3,2023
30/09/2023,5400.4,101.33333333333333,88,100,23,100,99,83,67,Good,Q3_2022,2,2023
31/07/2023,6249.1,200.83333333333334,95,100,35,100,100,91,146,Good,Q3_2023,9,2023
31/05/2022,4640.2,00:00:00,92,100,17,100,100,90,108,Good,Q2_2022,5,2022
31/03/2022,4176.3,19:12:00,87,98,39,98,99,87,92,Good,Q1_2022,3,2022
31/07/2023,1674.5,100.16666666666667,99,100,64,100,100,87,130,Good,Q2_2023,11,2023
31/10/2023,5172.9,179.41666666666666,90,100,82,100,100,90,41,Good,Q3_2023,9,2023
31/12/2023,9417.6,267.68333333333334,88,100,39,100,98,83,81,Good,Q4_2023,12,2023
30/06/2023,4418.5,159.01666666666668,89,100,37,100,100,80,115,Good,Q2_2023,5,2023
30/04/2022,4800.3,08:24:00,83,100,30,99,100,87,153,Good,Q1_2022,3,2022
30/11/2023,8009.6,260.98333333333335,83,100,41,100,98,72,124,Risky,Q4_2023,12,2023
30/04/2022,5833.4,48.333333333333336,96,100,31,99,100,89,94,Good,Q1_2022,4,2022
30/09/2023,5797.1,180.98333333333332,76,100,55,94,72,81,35,Good,Q3_2023,9,2023
31/08/2022,4493.6,63.68333333333333,100,100,51,99,100,85,38,Good,Q3_2022,9,2022
30/11/2022,10071.7,118.26666666666667,96,100,31,100,100,90,112,Good,Q4_2022,12,2022
31/07/2023,2841.9,221.18333333333334,85,100,59,100,100,86,88,Good,Q2_2023,6,2023
31/10/2022,0.0,142.68333333333334,99,100,48,100,100,89,7,Good,Q3_2022,9,2022
31/03/2023,3688.1,5.933333333333334,81,95,48,98,100,87,93,Good,Q1_2023,3,2023
31/03/2023,6005.6,191.13333333333333,75,92,66,100,100,80,133,Good,Q1_2023,3,2023
31/08/2023,4771.0,152.48333333333332,94,98,25,100,100,92,38,Good,Q3_2023,7,2023
31/08/2022,6225.6,0.11666666666666667,78,98,33,99,94,82,119,Good,Q3_2023,6,2023
31/03/2023,5790.1,164.31666666666666,96,97,26,100,99,80,128,Good,Q1_2023,4,2023
31/12/2023,8862.7,144.81666666666666,95,100,51,100,100,82,115,Good,Q4_2023,12,2023
31/08/2022,5200.9,112.36666666666666,95,92,35,100,100,89,74,Good,Q2_2022,2,2022
31/10/2023,6566.2,9.816666666666666,100,100,76,100,99,95,13,Good,Q3_2022,7,2023
31/10/2022,458.5,41.53333333333333,99,100,43,98,100,87,77,Good,Q3_2022,10,2022
28/02/2023,3025.7,131.88333333333333,65,97,44,100,99,91,154,Good,Q3_2023,2,2024
31/01/2022,0.0,09:36:00,100,100,49,100,100,100,1,Good,Q1_2022,1,2022
30/11/2022,5817.9,213.73333333333332,85,100,68,100,100,81,115,Good,Q4_2022,12,2022
30/09/2023,5821.1,2.9833333333333334,93,100,58,97,93,89,113,Good,Q3_2022,9,2023
31/07/2022,4627.4,00:00:00,85,100,23,100,100,77,166,Good,Q2_2022,5,2022
31/01/2024,4777.4,224.83333333333334,96,100,91,97,100,88,35,Good,Q1_2024,9,2024
31/05/2023,4824.1,124.01666666666667,86,100,48,100,100,89,86,Good,Q2_2023,5,2023
30/04/2023,6459.4,5.716666666666667,99,100,53,98,100,93,18,Good,Q1_2023,4,2023
31/07/2022,5838.4,181.63333333333333,96,100,36,100,100,84,8,Good,Q2_2022,7,2022
31/10/2023,6363.8,9.816666666666666,91,99,86,99,97,96,18,Good,Q1_2023,9,2023
30/11/2022,185.8,97.26666666666667,100,100,100,99,100,95,10,Good,Q4_2022,12,2022
28/02/2023,8482.1,223.83333333333334,79,100,48,100,99,82,126,Good,Q4_2023,12,2023
31/07/2023,4305.6,75.38333333333334,90,100,52,96,100,85,109,Good,Q2_2023,7,2023
31/03/2023,5785.6,119.93333333333334,99,100,63,100,100,87,140,Good,Q1_2023,3,2023
31/10/2023,9057.8,179.41666666666666,78,99,75,100,96,88,130,Good,Q3_2023,10,2023
31/07/2023,71.4,214.21666666666667,99,100,69,100,100,87,47,Good,Q2_2023,5,2023
30/11/2022,9126.0,204.83333333333334,96,100,53,100,100,90,89,Good,Q4_2022,12,2022
30/04/2022,0.0,08:24:00,96,96,39,100,100,86,7,Good,Q1_2022,4,2022
29/02/2024,4253.4,2.2333333333333334,83,100,46,96,100,84,110,Good,Q3_2022,1,2022
28/02/2022,7712.3,08:24:00,81,100,46,100,100,87,91,Good,Q2_2023,7,2023
30/06/2023,5551.3,26.833333333333332,75,100,43,100,99,89,54,Good,Q2_2023,8,2023
31/05/2023,179.4,09:36:00,100,100,70,100,100,92,7,Good,Q2_2023,5,2023
31/07/2023,2841.4,131.31666666666666,97,100,57,99,91,89,58,Good,Q2_2023,5,2023
29/02/2024,0.0,156.83333333333334,100,100,100,100,100,100,25,Good,Q1_2023,2,2023
31/05/2023,100.0,0.5833333333333334,99,100,51,100,100,90,18,Good,Q2_2023,6,2023
30/09/2022,272.9,91.81666666666666,82,100,38,100,93,88,12,Good,Q3_2022,10,2022
31/08/2022,6048.8,181.63333333333333,95,100,70,98,100,89,29,Good,Q1_2023,2,2023
31/01/2024,11069.1,220.13333333333333,28,100,59,98,98,82,73,Good,Q4_2023,12,2023
31/07/2023,6604.3,134.46666666666667,87,100,45,100,100,85,52,Good,Q2_2023,7,2023
31/08/2022,5502.7,189.43333333333334,79,94,35,89,95,80,93,Good,Q3_2022,2,2022
31/10/2022,5897.5,106.96666666666667,41,99,65,92,99,92,94,Good,Q3_2022,9,2022
30/04/2023,0.0,6.183333333333334,99,100,69,100,100,91,35,Good,Q1_2023,4,2023
31/01/2024,3931.4,150.41666666666666,86,100,53,99,100,88,104,Good,Q1_2024,1,2024
31/03/2023,6413.3,112.08333333333333,70,100,72,96,96,88,154,Good,Q1_2023,3,2023
31/10/2023,8407.6,154.66666666666666,87,100,40,99,99,85,114,Good,Q3_2022,10,2022
28/02/2022,0.0,134.88333333333333,100,100,100,100,100,100,2,Good,Q2_2022,5,2023
28/02/2022,4411.5,93.11666666666666,81,100,38,92,100,84,139,Good,Q1_2022,2,2022
31/03/2023,6490.5,182.13333333333333,80,96,50,100,98,85,145,Good,Q1_2023,4,2023
31/01/2022,4393.9,124.01666666666667,99,92,49,100,100,88,109,Good,Q2_2022,2,2022
30/09/2023,9646.4,106.68333333333334,83,99,44,100,97,85,137,Good,Q3_2023,9,2023
30/06/2023,7344.8,127.26666666666667,72,100,29,100,100,86,79,Good,Q2_2023,6,2022
31/12/2022,209.9,79.93333333333334,99,100,84,100,100,100,8,Good,Q4_2022,1,2022
31/03/2022,5721.6,08:24:00,96,100,98,100,100,84,120,Good,Q1_2022,4,2022
31/07/2022,6512.0,91.03333333333333,90,100,43,100,99,91,41,Good,Q2_2022,9,2022
30/11/2022,7639.8,213.73333333333332,86,100,34,100,100,91,64,Good,Q4_2022,12,2022
29/02/2024,5373.0,101.28333333333333,32,95,60,100,99,81,153,Risky,Q1_2024,2,2024
31/07/2022,7096.4,107.41666666666667,96,99,39,95,99,85,106,Good,Q3_2022,7,2022
28/02/2023,0.0,159.28333333333333,100,100,66,100,100,87,7,Good,Q4_2022,12,2023
29/02/2024,4018.5,131.88333333333333,89,100,79,96,100,92,119,Good,Q1_2024,2,2024
31/10/2023,5747.4,125.01666666666667,96,99,53,100,100,85,38,Good,Q3_2023,10,2023
30/11/2022,8662.9,137.78333333333333,89,100,30,100,100,90,57,Good,Q4_2022,12,2022
31/08/2022,4835.3,97.78333333333333,87,97,46,95,73,83,105,Good,Q3_2022,9,2023
30/04/2023,6186.8,6.183333333333334,100,100,15,100,100,88,144,Good,Q1_2023,3,2023
31/07/2022,299.1,146.11666666666667,95,100,23,100,100,85,93,Good,Q3_2022,6,2022
30/04/2023,4469.8,105.43333333333334,88,99,38,100,99,85,117,Good,Q1_2023,4,2023
30/04/2023,4887.4,08:24:00,89,100,37,100,100,82,171,Good,Q1_2023,4,2023
31/08/2022,6070.0,08:24:00,95,100,20,100,100,50,103,Good,Q2_2023,1,2022
31/12/2023,10130.0,139.93333333333334,82,100,56,97,99,87,160,Good,Q4_2023,12,2023
28/02/2023,8609.3,5.716666666666667,82,99,28,99,96,88,157,Good,Q1_2023,2,2023
31/07/2023,4533.5,156.83333333333334,100,100,50,99,97,90,70,Good,Q1_2023,1,2023
31/07/2022,6230.0,46.56666666666667,88,100,50,100,99,85,71,Good,Q2_2022,7,2022
31/01/2023,5051.8,230.36666666666667,99,100,48,100,100,91,108,Good,Q2_2023,12,2023
31/10/2022,4309.5,169.46666666666667,100,100,40,100,100,81,100,Good,Q3_2022,9,2022
30/09/2023,6153.7,177.41666666666666,88,92,60,100,98,80,93,Good,Q1_2023,9,2023
31/03/2023,354.9,197.61666666666667,57,100,48,100,100,76,140,Risky,Q1_2023,3,2023
31/05/2023,44.6,124.01666666666667,90,100,39,100,100,86,47,Good,Q2_2022,7,2023
29/02/2024,185.6,133.53333333333333,100,100,88,100,100,91,6,Good,Q1_2024,1,2024
31/12/2022,9061.1,164.31666666666666,93,100,26,100,100,83,138,Good,Q4_2022,12,2022
31/07/2022,4909.1,124.01666666666667,97,100,26,100,100,85,68,Good,Q2_2022,6,2022
30/04/2022,5570.1,161.61666666666667,95,98,34,100,100,87,133,Good,Q1_2022,4,2022
31/12/2023,5013.0,84.06666666666666,81,99,45,100,100,86,78,Good,Q4_2023,12,2023
31/07/2022,0.0,03:36:00,100,100,100,99,100,90,63,Good,Q2_2022,6,2022
31/05/2022,7336.0,99.61666666666666,91,100,35,100,100,88,93,Good,Q2_2022,6,2022
29/02/2024,5828.0,147.36666666666667,99,99,66,100,99,91,36,Good,Q3_2023,10,2022
31/10/2023,6144.3,92.21666666666667,76,100,73,95,93,76,85,Risky,Q3_2023,9,2023
30/04/2022,0.0,134.88333333333333,100,100,35,99,100,90,17,Good,Q1_2022,4,2022
28/02/2023,8874.3,6.183333333333334,70,100,32,99,99,73,163,Risky,Q1_2023,2,2023
31/01/2023,10510.9,201.98333333333332,92,100,58,99,100,87,129,Good,Q4_2022,1,2023
31/08/2022,5698.9,124.96666666666667,96,100,49,98,98,85,53,Good,Q2_2023,2,2023
30/09/2022,5641.0,160.91666666666666,92,100,27,97,100,88,142,Good,Q3_2022,9,2022
31/05/2023,0.0,107.13333333333334,100,100,71,100,100,94,29,Good,Q2_2022,5,2023
31/12/2023,350.7,18:00:00,99,100,99,100,100,91,16,Good,Q4_2022,4,2023
30/04/2023,457.9,148.16666666666666,93,100,66,100,100,84,151,Good,Q1_2023,3,2023
31/07/2022,137.0,136.28333333333333,89,98,25,98,100,87,12,Good,Q2_2022,7,2022
29/02/2024,5436.4,143.13333333333333,100,100,79,100,100,90,4,Good,Q2_2022,2,2022
31/05/2023,239.4,156.83333333333334,100,100,84,100,100,91,16,Good,Q2_2022,9,2024
29/02/2024,0.0,195.31666666666666,100,100,100,100,100,100,14,Good,Q1_2024,2,2024
31/05/2022,6674.9,00:00:00,81,100,47,100,100,85,35,Good,Q2_2022,7,2024
31/10/2022,5456.8,131.08333333333334,100,100,39,99,95,87,84,Good,Q3_2022,8,2022
31/03/2023,9803.3,190.21666666666667,95,100,58,100,96,89,158,Risky,Q1_2023,3,2023
30/09/2022,5620.9,127.68333333333334,95,98,22,100,95,83,91,Good,Q2_2022,9,2022
30/04/2022,3969.4,124.01666666666667,100,100,49,99,100,88,10,Good,Q1_2022,3,2022
30/04/2022,4682.1,80.56666666666666,95,100,43,100,100,89,7,Good,Q4_2022,8,2023
31/01/2023,75.0,67.11666666666666,100,100,100,100,100,89,75,Good,Q4_2022,1,2022
31/08/2023,0.0,109.53333333333333,99,100,70,100,100,98,54,Good,Q3_2023,9,2023
31/01/2024,164.8,193.71666666666667,88,100,91,100,100,84,127,Risky,Q1_2024,1,2024
31/05/2022,4924.1,105.43333333333334,87,100,46,100,100,87,95,Good,Q2_2022,6,2022
30/04/2022,5950.6,08:24:00,96,100,37,100,100,80,132,Good,Q1_2022,3,2022
31/08/2023,10004.5,03:36:00,82,100,54,99,99,79,93,Good,Q3_2023,7,2023
31/07/2022,0.0,02:24:00,100,100,100,100,100,100,5,Good,Q2_2022,5,2022
28/02/2022,6154.7,102.66666666666667,100,100,85,99,99,85,39,Good,Q2_2023,2,2023
30/04/2023,6691.4,120.86666666666666,76,100,39,100,99,86,146,Good,Q1_2023,3,2023
29/02/2024,4856.8,19.516666666666666,85,100,48,100,98,74,161,Good,Q1_2024,2,2024
31/12/2022,3.6,229.31666666666666,99,100,62,100,100,100,39,Good,Q4_2022,11,2022
31/01/2022,5684.6,102.66666666666667,82,100,17,100,100,80,179,Risky,Q1_2022,1,2022
30/04/2022,5280.5,15:36:00,96,100,19,90,100,85,52,Good,Q1_2022,4,2022
30/04/2023,627.3,153.03333333333333,100,100,83,99,100,88,26,Good,Q1_2023,2,2023
30/09/2022,6265.7,139.26666666666668,95,100,50,100,100,84,16,Good,Q3_2022,9,2022
31/05/2023,5365.4,112.38333333333334,77,100,50,100,99,87,27,Good,Q2_2023,5,2023
28/02/2022,4787.2,106.68333333333334,80,99,58,90,99,86,96,Good,Q3_2022,3,2023
31/08/2023,10688.0,33.68333333333333,91,100,27,100,100,85,21,Good,Q3_2023,9,2023
31/12/2022,9530.3,259.6166666666667,97,100,45,100,100,93,46,Good,Q4_2022,12,2022
31/01/2024,9726.8,256.26666666666665,78,100,41,100,99,81,107,Good,Q4_2023,12,2023
31/03/2023,6457.2,3.8333333333333335,89,100,29,98,97,87,154,Good,Q1_2023,3,2023
30/09/2022,8643.8,125.01666666666667,85,100,60,99,99,80,151,Good,Q3_2022,9,2023
31/01/2023,9713.7,3856.4333333333334,96,100,50,100,100,86,68,Good,Q2_2022,8,2023
28/02/2022,9445.2,138.03333333333333,99,100,38,95,100,86,48,Good,Q1_2024,12,2024
31/05/2023,5632.9,152.36666666666667,100,100,57,100,100,86,74,Good,Q2_2022,6,2022
31/03/2022,4652.2,21.966666666666665,91,100,32,99,100,91,35,Good,Q1_2022,2,2022
30/11/2023,8925.1,199.91666666666666,96,100,59,99,99,84,140,Risky,Q4_2023,12,2023
31/01/2024,0.0,134.83333333333334,79,100,45,100,100,80,142,Good,Q4_2023,1,2024
30/11/2022,3119.3,127.68333333333334,100,100,67,100,100,88,95,Good,Q4_2022,6,2023
30/04/2022,0.0,103.88333333333334,100,100,39,100,100,90,10,Good,Q1_2022,4,2022
30/09/2022,0.0,134.88333333333333,99,100,86,100,100,100,27,Good,Q2_2023,9,2022
30/06/2022,5827.7,08:24:00,64,99,35,100,98,81,147,Risky,Q1_2022,12,2023
29/02/2024,4518.2,46.36666666666667,75,90,50,95,99,88,156,Good,Q1_2024,2,2024
30/09/2023,8522.2,28.583333333333332,91,99,56,99,95,88,7,Good,Q3_2023,10,2023
28/02/2022,280.5,9.816666666666666,100,100,89,98,100,96,1,Good,Q1_2024,2,2024
30/04/2022,4328.4,105.43333333333334,95,97,33,100,100,86,106,Good,Q1_2022,4,2022
31/08/2023,6118.5,221.63333333333333,94,100,55,100,100,84,32,Good,Q3_2023,8,2023
30/06/2022,4857.8,112.18333333333334,96,100,41,100,99,76,146,Good,Q3_2023,8,2023
30/11/2023,10552.4,208.88333333333333,82,100,63,98,100,84,128,Good,Q4_2023,12,2024
31/08/2023,282.2,156.83333333333334,100,100,43,100,100,89,79,Good,Q3_2023,8,2023
31/03/2022,2677.9,180.46666666666667,95,100,24,100,97,88,109,Good,Q1_2022,3,2022
30/09/2023,5143.6,212.21666666666667,81,100,36,100,97,88,46,Good,Q3_2023,9,2023
31/03/2023,6241.0,198.68333333333334,84,98,25,100,97,84,160,Good,Q1_2023,4,2023
31/07/2022,4033.5,09:36:00,100,100,48,100,100,85,72,Good,Q1_2024,1,2022
31/03/2022,1654.0,118.26666666666667,4,98,27,100,100,85,181,Risky,Q4_2022,12,2022
30/11/2023,4320.6,215.98333333333332,83,100,30,100,99,79,125,Good,Q4_2023,11,2024
31/03/2022,4170.0,21.966666666666665,90,99,42,95,100,87,130,Good,Q1_2022,3,2022
31/03/2023,5097.9,79.93333333333334,90,99,54,100,96,87,83,Good,Q1_2023,3,2023
30/06/2022,105.3,119.01666666666667,95,100,74,100,100,82,31,Good,Q4_2022,6,2022
31/07/2023,4653.6,209.48333333333332,82,99,51,100,93,87,77,Good,Q2_2023,9,2023
29/02/2024,3551.1,46.36666666666667,82,95,53,100,100,83,173,Good,Q1_2024,2,2024
31/03/2023,5400.5,124.96666666666667,86,100,47,100,98,84,76,Good,Q1_2023,3,2023
31/01/2024,7307.9,75.86666666666666,65,100,49,100,100,83,135,Good,Q4_2023,1,2024
31/01/2024,9170.7,163.58333333333334,87,100,44,100,99,82,157,Risky,Q4_2023,12,2024
30/09/2023,5353.3,6.366666666666666,48,100,30,100,99,69,187,Risky,Q4_2022,9,2023
31/07/2023,259.3,9.016666666666667,95,100,14,100,100,88,52,Good,Q2_2023,5,2023
31/05/2023,3092.5,70.58333333333333,90,100,65,100,100,87,30,Good,Q2_2023,5,2023
31/08/2023,378.5,63.68333333333333,99,100,83,100,98,93,32,Good,Q3_2023,9,2023
31/08/2022,6766.0,196.08333333333334,97,100,43,100,100,84,73,Good,Q2_2022,10,2022
30/04/2023,6907.4,112.68333333333334,96,100,27,100,99,81,144,Risky,Q1_2023,3,2023
30/06/2023,1646.5,15:36:00,99,100,47,100,100,87,112,Good,Q2_2023,6,2023
31/10/2023,8333.7,121.13333333333334,89,99,47,99,99,87,113,Good,Q3_2023,7,2023
31/12/2023,6151.3,199.91666666666666,99,100,61,100,100,91,7,Good,Q4_2023,12,2023
30/09/2022,2121.2,7.116666666666666,97,100,52,97,94,88,18,Good,Q3_2022,6,2022
31/07/2022,4488.6,169.46666666666667,90,100,48,100,99,88,103,Good,Q2_2023,9,2023
30/04/2022,2315.5,180.46666666666667,96,100,25,99,100,83,123,Good,Q1_2022,3,2022
30/06/2023,93.7,118.53333333333333,95,100,30,100,100,82,67,Good,Q2_2023,6,2023
30/11/2023,4104.3,169.18333333333334,72,100,42,100,100,76,75,Good,Q4_2023,11,2023
31/01/2023,6208.5,138.18333333333334,80,100,52,99,92,89,160,Good,Q4_2022,1,2023
31/08/2023,137.3,147.36666666666667,100,100,100,100,100,100,1,Good,Q2_2023,8,2023
31/08/2023,6258.7,204.11666666666667,88,100,81,99,100,88,13,Good,Q3_2023,2,2023
31/05/2023,4997.1,90.41666666666667,99,100,81,100,100,91,15,Good,Q1_2023,2,2023
31/01/2022,4753.3,00:00:00,99,100,34,100,100,87,33,Good,Q1_2022,1,2022
29/02/2024,4531.3,9.816666666666666,100,100,100,100,100,94,3,Good,Q1_2024,2,2024
31/03/2022,129.9,13:12:00,87,100,39,100,100,86,140,Good,Q1_2022,3,2022
31/10/2022,6259.1,126.78333333333333,100,100,42,100,100,90,73,Good,Q2_2022,7,2022
31/07/2022,6392.1,14:24:00,100,100,36,100,100,92,20,Good,Q2_2022,5,2022
28/02/2023,0.0,134.88333333333333,99,100,89,100,100,98,8,Good,Q1_2023,2,2022
30/11/2023,6503.9,169.18333333333334,83,100,23,100,99,77,161,Risky,Q2_2023,12,2023
30/06/2023,4034.7,221.63333333333333,90,100,60,100,98,90,135,Good,Q2_2023,6,2023
30/06/2023,5902.1,118.53333333333333,91,100,72,100,100,87,18,Good,Q2_2023,7,2023
31/05/2023,5116.9,242.41666666666666,97,100,67,100,100,92,116,Good,Q3_2023,10,2023
31/01/2023,6469.8,46.483333333333334,99,100,73,99,100,85,92,Good,Q4_2022,8,2022
31/07/2022,3742.7,06:00:00,98,99,40,100,100,88,35,Good,Q2_2022,6,2022
31/05/2022,5530.1,8.383333333333333,80,100,5,100,100,87,90,Good,Q2_2022,5,2022
30/04/2022,2215.0,6.366666666666666,86,100,51,100,98,86,95,Good,Q1_2022,4,2022
31/01/2023,5575.6,201.98333333333332,85,100,58,100,99,80,133,Good,Q4_2022,1,2023
30/06/2023,2219.0,08:24:00,73,100,39,96,99,81,76,Good,Q2_2022,8,2022
31/12/2023,6687.9,277.3833333333333,84,100,64,100,99,86,103,Good,Q4_2023,12,2023
28/02/2022,3169.9,89.98333333333333,97,100,33,100,100,88,125,Good,Q1_2022,2,2022
31/12/2022,6024.8,160.81666666666666,99,100,45,100,100,91,109,Good,Q4_2022,12,2022
28/02/2023,5742.9,195.28333333333333,83,100,62,100,100,87,122,Good,Q3_2023,8,2023
31/10/2022,5477.2,2.9833333333333334,82,100,51,100,95,85,42,Good,Q3_2022,9,2022
31/05/2023,0.0,8.383333333333333,95,100,100,100,100,87,6,Good,Q4_2022,11,2023
31/08/2023,438.0,9.816666666666666,99,100,85,100,100,95,84,Good,Q3_2023,7,2022
31/05/2023,11348.7,102.66666666666667,96,100,52,99,95,88,107,Good,Q4_2022,7,2022
31/10/2022,8140.1,129.16666666666666,100,100,32,100,100,86,96,Good,Q3_2022,10,2022
30/06/2022,243.7,101.61666666666666,100,100,66,100,100,86,83,Good,Q2_2022,6,2022
31/12/2022,4258.6,134.88333333333333,95,100,100,99,100,91,37,Good,Q4_2022,12,2022
28/02/2023,4951.0,145.86666666666667,99,100,58,100,100,86,12,Good,Q1_2023,2,2023
31/05/2022,0.0,181.63333333333333,96,100,85,100,100,83,72,Good,Q2_2022,5,2022
31/01/2022,4346.2,132.46666666666667,72,100,18,100,98,78,150,Risky,Q1_2022,2,2022
31/12/2022,6208.5,156.83333333333334,99,100,61,100,100,88,88,Good,Q4_2022,12,2022
30/04/2022,7389.5,112.38333333333334,82,98,38,91,98,87,136,Good,Q1_2022,4,2022
30/04/2023,6529.0,153.03333333333333,89,95,60,99,100,89,144,Risky,Q1_2023,3,2023
28/02/2022,2.0,03:36:00,96,100,44,100,100,83,65,Good,Q3_2022,8,2023
31/12/2022,8412.5,200.83333333333334,94,100,41,100,99,85,115,Good,Q4_2022,12,2022
30/11/2022,5720.7,11.833333333333334,99,100,52,100,100,89,41,Good,Q4_2022,10,2022
30/06/2022,4816.9,87.48333333333333,87,100,19,100,100,87,90,Good,Q2_2022,6,2022
31/10/2023,67.3,8.383333333333333,99,100,53,100,100,89,13,Good,Q4_2022,10,2023
31/12/2023,9017.5,28.366666666666667,80,100,55,100,83,84,116,Good,Q4_2023,12,2023
31/12/2022,9497.1,6.366666666666666,100,100,88,100,100,93,15,Good,Q4_2022,12,2022
31/03/2023,3307.6,129.98333333333332,73,98,43,100,97,87,108,Good,Q1_2023,3,2023
31/12/2022,10535.5,00:00:00,79,100,54,100,100,86,95,Good,Q4_2022,12,2023
29/02/2024,3398.8,6.366666666666666,71,100,85,100,100,84,150,Good,Q1_2024,2,2024
30/09/2023,6050.5,03:36:00,80,100,46,100,98,83,170,Risky,Q3_2023,12,2023
31/05/2023,3850.3,134.88333333333333,99,100,67,100,100,92,26,Good,Q2_2023,5,2023
31/10/2023,9450.0,256.26666666666665,81,100,57,98,99,84,99,Good,Q4_2022,7,2023
30/06/2023,8545.5,93.81666666666666,89,100,66,100,100,86,62,Good,Q2_2023,8,2023
30/09/2023,6049.4,156.83333333333334,86,99,76,99,99,84,55,Good,Q2_2023,7,2023
30/06/2023,4716.6,124.01666666666667,83,99,71,98,100,86,72,Good,Q3_2023,7,2023
31/07/2023,200.7,134.46666666666667,99,100,62,100,100,83,23,Good,Q2_2023,5,2023
30/11/2022,5270.4,9.816666666666666,89,100,35,95,95,82,99,Good,Q4_2022,12,2022
30/11/2022,5264.1,118.26666666666667,88,100,25,100,100,79,101,Good,Q4_2022,1,2022
30/04/2022,5775.5,124.01666666666667,92,100,33,100,100,83,82,Good,Q1_2022,2,2022
31/08/2022,925.3,124.01666666666667,94,100,29,100,99,86,119,Good,Q2_2023,8,2022
31/10/2023,7712.1,63.68333333333333,58,92,86,100,100,85,149,Good,Q3_2023,10,2023
31/01/2023,4419.6,87.48333333333333,89,100,22,100,100,87,85,Good,Q4_2022,12,2022
31/07/2022,5356.1,03:36:00,91,97,55,99,100,89,74,Good,Q4_2022,2,2023
28/02/2023,6038.5,114.61666666666666,84,100,67,100,100,92,141,Good,Q1_2023,2,2024
30/09/2023,6305.8,131.08333333333334,78,100,45,100,100,86,69,Good,Q3_2023,9,2023
28/02/2023,1990.7,72.03333333333333,99,100,36,100,100,87,76,Good,Q2_2022,6,2023
31/07/2023,5597.9,157.46666666666667,86,100,54,99,90,79,72,Good,Q2_2023,7,2023
31/07/2022,5584.3,121.13333333333334,91,99,32,95,100,84,80,Good,Q2_2022,6,2022
